"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Mixed","Both","ball","m150tile.wav","m160lash.wav","m160ball.wav","m150cling.wav","m150tile.wav","m160tile.wav","m160tile.wav","m160dime.wav","m150ball.wav","m150jaw.wav","m150ball.wav","m150cave.wav","m160ball.wav","m160reek.wav","m150depth.wav","m160park.wav"
2,"Mixed","Both","ball","m160greet.wav","m160ball.wav","m150dime.wav","m150ball.wav","m150bluff.wav","m150greet.wav","m160ball.wav","m160knife.wav","m160cling.wav","m150jaw.wav","m160greet.wav","m150dime.wav","m150ball.wav","m150greet.wav","m160priest.wav","m160dime.wav"
3,"Mixed","Both","ball","m160cave.wav","m150ball.wav","m160knife.wav","m150cad.wav","m150priest.wav","m160ball.wav","m160knife.wav","m150tile.wav","m160jaw.wav","m160ball.wav","m160tile.wav","m150lash.wav","m150ball.wav","m160cling.wav","m150knife.wav","m150dime.wav"
4,"Mixed","Both","ball","m150greet.wav","m160greet.wav","m160done.wav","m160gnash.wav","m160ball.wav","m160priest.wav","m150ball.wav","m160priest.wav","m160ball.wav","m150lash.wav","m150ball.wav","m160bluff.wav","m150cave.wav","m150gnash.wav","m150cad.wav","m150depth.wav"
5,"Mixed","Both","ball","m160park.wav","m160ball.wav","m160cad.wav","m160priest.wav","m150tile.wav","m150gnash.wav","m150lash.wav","m150jolt.wav","m160bluff.wav","m150ball.wav","m150bluff.wav","m160ball.wav","m160cad.wav","m160dime.wav","m150ball.wav","m150gnash.wav"
6,"Mixed","Both","ball","m160priest.wav","m150ball.wav","m160dime.wav","m150priest.wav","m150reek.wav","m160ball.wav","m150bluff.wav","m160ball.wav","m150gnash.wav","m150greet.wav","m160cad.wav","m150ball.wav","m160romp.wav","m160jaw.wav","m150park.wav","m160greet.wav"
7,"Mixed","Both","ball","m150cling.wav","m160greet.wav","m150greet.wav","m150cad.wav","m160tile.wav","m160knife.wav","m150ball.wav","m150gnash.wav","m150ball.wav","m160greet.wav","m150jolt.wav","m160ball.wav","m160bluff.wav","m150cave.wav","m160ball.wav","m160priest.wav"
8,"Mixed","Both","ball","m150jolt.wav","m150ball.wav","m160dime.wav","m150greet.wav","m160greet.wav","m150park.wav","m150ball.wav","m150priest.wav","m160jaw.wav","m150jaw.wav","m160ball.wav","m160reek.wav","m160greet.wav","m160park.wav","m160ball.wav","m150tile.wav"
9,"Mixed","Both","ball","m160priest.wav","m150ball.wav","m160knife.wav","m150dime.wav","m160cad.wav","m150priest.wav","m160ball.wav","m150jolt.wav","m160ball.wav","m160greet.wav","m160park.wav","m150ball.wav","m160reek.wav","m150depth.wav","m150romp.wav","m150dime.wav"
10,"Mixed","Both","ball","m150gnash.wav","m160gnash.wav","m160cling.wav","m160ball.wav","m160cave.wav","m160ball.wav","m160priest.wav","m150knife.wav","m150ball.wav","m150done.wav","m150ball.wav","m150greet.wav","m160cave.wav","m160tile.wav","m150cave.wav","m150reek.wav"
