"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","m150","ball","m150priest.wav","m150done.wav","m150greet.wav","m150depth.wav","m150ball.wav","m150gnash.wav","m150gnash.wav","m150ball.wav","m150cad.wav","m150bluff.wav","m150ball.wav","m150tile.wav","m150greet.wav","m150jaw.wav","m150ball.wav","m150priest.wav"
2,"Blocked","m150","ball","m150lash.wav","m150park.wav","m150dime.wav","m150cad.wav","m150ball.wav","m150gnash.wav","m150ball.wav","m150jolt.wav","m150park.wav","m150ball.wav","m150greet.wav","m150ball.wav","m150jaw.wav","m150gnash.wav","m150jaw.wav","m150greet.wav"
3,"Blocked","m150","ball","m150cling.wav","m150ball.wav","m150jaw.wav","m150done.wav","m150knife.wav","m150ball.wav","m150reek.wav","m150ball.wav","m150jaw.wav","m150done.wav","m150depth.wav","m150cad.wav","m150knife.wav","m150ball.wav","m150gnash.wav","m150lash.wav"
4,"Blocked","m150","ball","m150jolt.wav","m150ball.wav","m150romp.wav","m150priest.wav","m150jolt.wav","m150done.wav","m150cad.wav","m150ball.wav","m150jaw.wav","m150ball.wav","m150gnash.wav","m150ball.wav","m150cling.wav","m150reek.wav","m150cling.wav","m150bluff.wav"
5,"Blocked","m150","ball","m150knife.wav","m150lash.wav","m150ball.wav","m150cave.wav","m150gnash.wav","m150jaw.wav","m150ball.wav","m150priest.wav","m150cave.wav","m150cave.wav","m150park.wav","m150knife.wav","m150ball.wav","m150dime.wav","m150ball.wav","m150knife.wav"
6,"Blocked","m150","ball","m150tile.wav","m150ball.wav","m150cave.wav","m150knife.wav","m150cave.wav","m150lash.wav","m150depth.wav","m150depth.wav","m150gnash.wav","m150ball.wav","m150depth.wav","m150ball.wav","m150depth.wav","m150ball.wav","m150bluff.wav","m150cad.wav"
7,"Blocked","m150","cave","m150knife.wav","m150cad.wav","m150cling.wav","m150romp.wav","m150cad.wav","m150greet.wav","m150cad.wav","m150cave.wav","m150knife.wav","m150cave.wav","m150reek.wav","m150lash.wav","m150cave.wav","m150bluff.wav","m150cave.wav","m150jolt.wav"
8,"Blocked","m150","cave","m150dime.wav","m150park.wav","m150done.wav","m150dime.wav","m150cave.wav","m150bluff.wav","m150cave.wav","m150park.wav","m150reek.wav","m150ball.wav","m150bluff.wav","m150cave.wav","m150dime.wav","m150cave.wav","m150dime.wav","m150bluff.wav"
9,"Blocked","m150","cave","m150greet.wav","m150done.wav","m150cave.wav","m150gnash.wav","m150jolt.wav","m150done.wav","m150cave.wav","m150done.wav","m150cave.wav","m150done.wav","m150jolt.wav","m150cave.wav","m150bluff.wav","m150dime.wav","m150depth.wav","m150dime.wav"
10,"Blocked","m150","cave","m150lash.wav","m150jolt.wav","m150jaw.wav","m150cave.wav","m150reek.wav","m150bluff.wav","m150romp.wav","m150cave.wav","m150bluff.wav","m150lash.wav","m150ball.wav","m150knife.wav","m150cave.wav","m150knife.wav","m150cave.wav","m150greet.wav"
11,"Blocked","m150","cave","m150knife.wav","m150jaw.wav","m150jaw.wav","m150priest.wav","m150cave.wav","m150lash.wav","m150cave.wav","m150park.wav","m150cave.wav","m150ball.wav","m150cave.wav","m150dime.wav","m150priest.wav","m150priest.wav","m150cad.wav","m150jolt.wav"
12,"Blocked","m150","cave","m150jolt.wav","m150romp.wav","m150done.wav","m150cave.wav","m150knife.wav","m150done.wav","m150priest.wav","m150jaw.wav","m150cave.wav","m150gnash.wav","m150cave.wav","m150bluff.wav","m150cave.wav","m150bluff.wav","m150depth.wav","m150priest.wav"
13,"Blocked","m150","tile","m150jolt.wav","m150park.wav","m150done.wav","m150tile.wav","m150cave.wav","m150cad.wav","m150reek.wav","m150cave.wav","m150jaw.wav","m150tile.wav","m150ball.wav","m150tile.wav","m150priest.wav","m150priest.wav","m150tile.wav","m150knife.wav"
14,"Blocked","m150","tile","m150lash.wav","m150priest.wav","m150gnash.wav","m150knife.wav","m150tile.wav","m150depth.wav","m150gnash.wav","m150tile.wav","m150bluff.wav","m150dime.wav","m150cad.wav","m150jaw.wav","m150tile.wav","m150done.wav","m150tile.wav","m150romp.wav"
15,"Blocked","m150","tile","m150jaw.wav","m150tile.wav","m150reek.wav","m150tile.wav","m150reek.wav","m150tile.wav","m150cad.wav","m150greet.wav","m150gnash.wav","m150park.wav","m150jaw.wav","m150cad.wav","m150bluff.wav","m150park.wav","m150tile.wav","m150priest.wav"
16,"Blocked","m150","tile","m150ball.wav","m150tile.wav","m150romp.wav","m150gnash.wav","m150jaw.wav","m150priest.wav","m150tile.wav","m150done.wav","m150tile.wav","m150ball.wav","m150jolt.wav","m150depth.wav","m150jaw.wav","m150reek.wav","m150tile.wav","m150depth.wav"
17,"Blocked","m150","tile","m150romp.wav","m150gnash.wav","m150tile.wav","m150dime.wav","m150tile.wav","m150cad.wav","m150romp.wav","m150depth.wav","m150greet.wav","m150reek.wav","m150dime.wav","m150tile.wav","m150reek.wav","m150jaw.wav","m150tile.wav","m150depth.wav"
18,"Blocked","m150","tile","m150knife.wav","m150tile.wav","m150cling.wav","m150cad.wav","m150park.wav","m150tile.wav","m150ball.wav","m150knife.wav","m150dime.wav","m150cad.wav","m150done.wav","m150reek.wav","m150tile.wav","m150knife.wav","m150tile.wav","m150done.wav"
19,"Blocked","m150","done","m150jolt.wav","m150bluff.wav","m150done.wav","m150jolt.wav","m150done.wav","m150greet.wav","m150done.wav","m150ball.wav","m150priest.wav","m150reek.wav","m150reek.wav","m150dime.wav","m150done.wav","m150cling.wav","m150cling.wav","m150ball.wav"
20,"Blocked","m150","done","m150lash.wav","m150done.wav","m150bluff.wav","m150cad.wav","m150reek.wav","m150depth.wav","m150depth.wav","m150greet.wav","m150bluff.wav","m150done.wav","m150dime.wav","m150done.wav","m150romp.wav","m150jaw.wav","m150done.wav","m150priest.wav"
