"Trial","Condition","Talker","Target","AuditoryProbe1","AuditoryProbe2","AuditoryProbe3","AuditoryProbe4","AuditoryProbe5","AuditoryProbe6","AuditoryProbe7","AuditoryProbe8","AuditoryProbe9","AuditoryProbe10","AuditoryProbe11","AuditoryProbe12","AuditoryProbe13","AuditoryProbe14","AuditoryProbe15","AuditoryProbe16"
1,"Blocked","m150","ball","m150park.wav","m150ball.wav","m150depth.wav","m150ball.wav","m150reek.wav","m150greet.wav","m150priest.wav","m150romp.wav","m150ball.wav","m150park.wav","m150dime.wav","m150jaw.wav","m150greet.wav","m150jaw.wav","m150ball.wav","m150bluff.wav"
2,"Blocked","m150","ball","m150greet.wav","m150ball.wav","m150gnash.wav","m150priest.wav","m150jaw.wav","m150bluff.wav","m150done.wav","m150jolt.wav","m150ball.wav","m150bluff.wav","m150ball.wav","m150gnash.wav","m150lash.wav","m150ball.wav","m150jolt.wav","m150cling.wav"
3,"Blocked","m150","ball","m150lash.wav","m150depth.wav","m150tile.wav","m150lash.wav","m150ball.wav","m150knife.wav","m150tile.wav","m150ball.wav","m150lash.wav","m150ball.wav","m150tile.wav","m150ball.wav","m150reek.wav","m150priest.wav","m150jaw.wav","m150priest.wav"
4,"Blocked","m150","ball","m150done.wav","m150bluff.wav","m150ball.wav","m150cave.wav","m150ball.wav","m150knife.wav","m150cling.wav","m150ball.wav","m150lash.wav","m150greet.wav","m150cling.wav","m150ball.wav","m150reek.wav","m150park.wav","m150greet.wav","m150done.wav"
5,"Blocked","m150","ball","m150tile.wav","m150ball.wav","m150knife.wav","m150ball.wav","m150knife.wav","m150romp.wav","m150romp.wav","m150dime.wav","m150ball.wav","m150bluff.wav","m150dime.wav","m150priest.wav","m150ball.wav","m150jaw.wav","m150jolt.wav","m150romp.wav"
6,"Blocked","m150","ball","m150cad.wav","m150ball.wav","m150cling.wav","m150cling.wav","m150reek.wav","m150park.wav","m150romp.wav","m150bluff.wav","m150ball.wav","m150park.wav","m150depth.wav","m150ball.wav","m150jaw.wav","m150cling.wav","m150ball.wav","m150knife.wav"
7,"Blocked","m150","cave","m150cling.wav","m150knife.wav","m150priest.wav","m150ball.wav","m150cave.wav","m150romp.wav","m150done.wav","m150done.wav","m150cave.wav","m150jolt.wav","m150cave.wav","m150cling.wav","m150romp.wav","m150jolt.wav","m150cave.wav","m150reek.wav"
8,"Blocked","m150","cave","m150done.wav","m150cave.wav","m150tile.wav","m150cave.wav","m150reek.wav","m150cave.wav","m150lash.wav","m150ball.wav","m150tile.wav","m150tile.wav","m150cave.wav","m150cling.wav","m150priest.wav","m150tile.wav","m150jaw.wav","m150reek.wav"
9,"Blocked","m150","cave","m150romp.wav","m150cave.wav","m150reek.wav","m150ball.wav","m150cave.wav","m150dime.wav","m150cave.wav","m150cling.wav","m150dime.wav","m150reek.wav","m150cave.wav","m150cling.wav","m150jaw.wav","m150park.wav","m150knife.wav","m150reek.wav"
10,"Blocked","m150","cave","m150ball.wav","m150priest.wav","m150ball.wav","m150cave.wav","m150knife.wav","m150knife.wav","m150bluff.wav","m150priest.wav","m150done.wav","m150cave.wav","m150reek.wav","m150cad.wav","m150cave.wav","m150knife.wav","m150cave.wav","m150jolt.wav"
