Trial,Condition,Talker,Target,AuditoryProbe1,AuditoryProbe2,AuditoryProbe3,AuditoryProbe4,AuditoryProbe5,AuditoryProbe6,AuditoryProbe7,AuditoryProbe8,AuditoryProbe9,AuditoryProbe10,AuditoryProbe11,AuditoryProbe12,AuditoryProbe13,AuditoryProbe14,AuditoryProbe15,AuditoryProbe16
1,Mixed,Both,ball,m160park.wav,m160cave.wav,m160jolt.wav,m160gnash.wav,m150ball.wav,m150gnash.wav,m150depth.wav,m160priest.wav,m160ball.wav,m150romp.wav,m160greet.wav,m150priest.wav,m160ball.wav,m150gnash.wav,m150ball.wav,m150gnash.wav
2,Mixed,Both,ball,m150jolt.wav,m150park.wav,m160depth.wav,m150ball.wav,m150priest.wav,m150ball.wav,m160tile.wav,m150done.wav,m160ball.wav,m160bluff.wav,m160ball.wav,m160jaw.wav,m150cad.wav,m160lash.wav,m160jolt.wav,m150cave.wav
3,Mixed,Both,ball,m160cad.wav,m150romp.wav,m160cling.wav,m160ball.wav,m150knife.wav,m150ball.wav,m150jaw.wav,m150ball.wav,m160jolt.wav,m150park.wav,m160priest.wav,m150cling.wav,m160priest.wav,m160tile.wav,m160ball.wav,m150romp.wav
4,Mixed,Both,ball,m160lash.wav,m150cad.wav,m150jaw.wav,m150jaw.wav,m160ball.wav,m150tile.wav,m160ball.wav,m160cave.wav,m150ball.wav,m160tile.wav,m150cave.wav,m160gnash.wav,m150depth.wav,m160priest.wav,m150ball.wav,m160knife.wav
5,Mixed,Both,ball,m160lash.wav,m160greet.wav,m150cave.wav,m160cave.wav,m160ball.wav,m150gnash.wav,m150dime.wav,m160bluff.wav,m150ball.wav,m160park.wav,m150dime.wav,m160ball.wav,m150cave.wav,m150ball.wav,m160cave.wav,m150depth.wav
6,Mixed,Both,ball,m150greet.wav,m150cad.wav,m150depth.wav,m150gnash.wav,m160cad.wav,m160bluff.wav,m160ball.wav,m160jolt.wav,m150ball.wav,m160cad.wav,m160ball.wav,m160romp.wav,m150lash.wav,m160park.wav,m150ball.wav,m150gnash.wav
7,Mixed,Both,ball,m150depth.wav,m160depth.wav,m150done.wav,m160ball.wav,m160jaw.wav,m150cling.wav,m150ball.wav,m160gnash.wav,m150ball.wav,m160jolt.wav,m150gnash.wav,m150done.wav,m150dime.wav,m160tile.wav,m160ball.wav,m160gnash.wav
8,Mixed,Both,ball,m160jolt.wav,m160ball.wav,m150tile.wav,m160gnash.wav,m150ball.wav,m150knife.wav,m160ball.wav,m160gnash.wav,m150greet.wav,m160bluff.wav,m160bluff.wav,m150priest.wav,m150ball.wav,m150bluff.wav,m160tile.wav,m150jaw.wav
9,Mixed,Both,ball,m160jolt.wav,m150priest.wav,m160ball.wav,m160gnash.wav,m150knife.wav,m150romp.wav,m150ball.wav,m150greet.wav,m160tile.wav,m150dime.wav,m160ball.wav,m160depth.wav,m150gnash.wav,m150ball.wav,m160cave.wav,m160gnash.wav
10,Mixed,Both,ball,m150lash.wav,m150ball.wav,m160knife.wav,m160ball.wav,m160priest.wav,m160greet.wav,m150ball.wav,m150depth.wav,m160bluff.wav,m150gnash.wav,m160ball.wav,m160lash.wav,m150romp.wav,m150depth.wav,m150cling.wav,m160depth.wav
