Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
1,1606100820738,23/11/2020 03:07:00,1606100820584,-5,22/11/2020 22:07:00,24435,14,questionnaire-t1fh,,8039453,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1606100872456,23/11/2020 03:07:52,1606100872379,-5,22/11/2020 22:07:52,24435,14,questionnaire-t1fh,,8039453,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,One Talker,B,,No,consent,Yes
3,1606100872581,23/11/2020 03:07:52,1606100872381,-5,22/11/2020 22:07:52,24435,14,questionnaire-t1fh,,8039453,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,One Talker,B,,No,consent-quantised,1
4,1606100872581,23/11/2020 03:07:52,1606100872381,-5,22/11/2020 22:07:52,24435,14,questionnaire-t1fh,,8039453,114094,2388908,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 87.0.4280.67,1440x900,1282x712,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,One Talker,B,,No,END QUESTIONNAIRE,51797
1,1606229096316,24/11/2020 14:44:56,1606229096161,-5,24/11/2020 09:44:56,24435,14,questionnaire-t1fh,,8081971,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Information-Sheet,2,Yes,Pass,Pass,,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1606229244887,24/11/2020 14:47:24,1606229244767,-5,24/11/2020 09:47:24,24435,14,questionnaire-t1fh,,8081971,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Information-Sheet,2,Yes,Pass,Pass,,,One Talker,C,,No,consent,Yes
3,1606229245027,24/11/2020 14:47:25,1606229244769,-5,24/11/2020 09:47:24,24435,14,questionnaire-t1fh,,8081971,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Information-Sheet,2,Yes,Pass,Pass,,,One Talker,C,,No,consent-quantised,1
4,1606229245027,24/11/2020 14:47:25,1606229244769,-5,24/11/2020 09:47:24,24435,14,questionnaire-t1fh,,8081971,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Information-Sheet,2,Yes,Pass,Pass,,,One Talker,C,,No,END QUESTIONNAIRE,148608
1,1606272013253,25/11/2020 02:40:13,1606272013146,-5,24/11/2020 21:40:13,24435,14,questionnaire-t1fh,,8096569,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606272043540,25/11/2020 02:40:43,1606272043464,-5,24/11/2020 21:40:43,24435,14,questionnaire-t1fh,,8096569,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,Two Talker,,B,No,consent,Yes
3,1606272043743,25/11/2020 02:40:43,1606272043467,-5,24/11/2020 21:40:43,24435,14,questionnaire-t1fh,,8096569,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,Two Talker,,B,No,consent-quantised,1
4,1606272043743,25/11/2020 02:40:43,1606272043467,-5,24/11/2020 21:40:43,24435,14,questionnaire-t1fh,,8096569,113926,2407611,,complete,,,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,1440x900,1440x837,Pass,Information-Sheet,2,Yes,Fail,Pass,Pass,,Two Talker,,B,No,END QUESTIONNAIRE,30322
1,1606159494514,23/11/2020 19:24:54,1606159495174,-5,23/11/2020 14:24:55,24435,14,questionnaire-t1fh,,8061260,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1366x609,Pass,Information-Sheet,2,Yes,Pass,Pass,,,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606159600402,23/11/2020 19:26:40,1606159601113,-5,23/11/2020 14:26:41,24435,14,questionnaire-t1fh,,8061260,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Information-Sheet,2,Yes,Pass,Pass,,,Two Talker,,B,No,consent,Yes
3,1606159600527,23/11/2020 19:26:40,1606159601115,-5,23/11/2020 14:26:41,24435,14,questionnaire-t1fh,,8061260,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Information-Sheet,2,Yes,Pass,Pass,,,Two Talker,,B,No,consent-quantised,1
4,1606159600527,23/11/2020 19:26:40,1606159601115,-5,23/11/2020 14:26:41,24435,14,questionnaire-t1fh,,8061260,114331,2395693,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 87.0.664.41,1366x768,1349x609,Pass,Information-Sheet,2,Yes,Pass,Pass,,,Two Talker,,B,No,END QUESTIONNAIRE,105941
1,1606000632403,21/11/2020 23:17:12,1606000634016,-5,21/11/2020 18:17:14,24435,14,questionnaire-t1fh,,8022435,115681,2383455,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x800,1280x658,Fail,Information-Sheet,2,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1606000638250,21/11/2020 23:17:18,1606000639930,-5,21/11/2020 18:17:19,24435,14,questionnaire-t1fh,,8022435,115681,2383455,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x800,1263x658,Fail,Information-Sheet,2,Yes,Fail,,Fail,Fail,Two Talker,,B,No,consent,Yes
3,1606000638375,21/11/2020 23:17:18,1606000639931,-5,21/11/2020 18:17:19,24435,14,questionnaire-t1fh,,8022435,115681,2383455,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x800,1263x658,Fail,Information-Sheet,2,Yes,Fail,,Fail,Fail,Two Talker,,B,No,consent-quantised,1
4,1606000638375,21/11/2020 23:17:18,1606000639932,-5,21/11/2020 18:17:19,24435,14,questionnaire-t1fh,,8022435,115681,2383455,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1280x800,1263x658,Fail,Information-Sheet,2,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,5916
END OF FILE
