Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
1,1603400346204,22/10/2020 20:59:06,1603400345032,-4,22/10/2020 16:59:05,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,BEGIN QUESTIONNAIRE,
2,1603400356132,22/10/2020 20:59:16,1603400356097,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-1,New England
3,1603400356679,22/10/2020 20:59:16,1603400356099,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-accent-text,
4,1603400356679,22/10/2020 20:59:16,1603400356099,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-sex-1,Female
5,1603400356679,22/10/2020 20:59:16,1603400356100,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-ethnicity-2,Not Hispanic or Latino
6,1603400356679,22/10/2020 20:59:16,1603400356100,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,response-race-5,White
7,1603400356679,22/10/2020 20:59:16,1603400356100,-4,22/10/2020 16:59:16,24435,10,questionnaire-d7os,,7399606,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Demographics,1,Yes,Pass,Pass,,,One Talker,B,,No,END QUESTIONNAIRE,11068
1,1603409850884,22/10/2020 23:37:30,1603409850792,-4,22/10/2020 19:37:30,24435,10,questionnaire-d7os,,7400526,117253,2161305,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.1.2,1440x900,1440x756,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,C,No,BEGIN QUESTIONNAIRE,
2,1603409929479,22/10/2020 23:38:49,1603409929047,-4,22/10/2020 19:38:49,24435,10,questionnaire-d7os,,7400526,117253,2161305,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.1.2,1440x900,1440x756,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,C,No,response-accent-7,Do not know
3,1603409929605,22/10/2020 23:38:49,1603409929050,-4,22/10/2020 19:38:49,24435,10,questionnaire-d7os,,7400526,117253,2161305,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 13.1.2,1440x900,1440x756,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,C,No,response-accent-text,
