Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
1,1603821057463,27/10/2020 17:50:57,1603821057326,-4,27/10/2020 13:50:57,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,BEGIN QUESTIONNAIRE,
2,1603821091693,27/10/2020 17:51:31,1603821091561,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-accent-1,New England
3,1603821091849,27/10/2020 17:51:31,1603821091564,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-accent-text,
4,1603821091849,27/10/2020 17:51:31,1603821091564,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-sex-1,Female
5,1603821091849,27/10/2020 17:51:31,1603821091564,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-ethnicity-2,Not Hispanic or Latino
6,1603821091849,27/10/2020 17:51:31,1603821091564,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,response-race-5,White
7,1603821091849,27/10/2020 17:51:31,1603821091564,-4,27/10/2020 13:51:31,24435,12,questionnaire-d7os,,7475481,122404,2184188,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,1440x900,1057x560,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,D,,No,END QUESTIONNAIRE,34238
1,1603850474320,28/10/2020 02:01:14,1603850474121,-4,27/10/2020 22:01:14,24435,12,questionnaire-d7os,,7481931,122200,2186491,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.111,1440x900,1440x766,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,BEGIN QUESTIONNAIRE,
2,1603850489732,28/10/2020 02:01:29,1603850489582,-4,27/10/2020 22:01:29,24435,12,questionnaire-d7os,,7481931,122200,2186491,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.111,1440x900,1440x766,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-accent-1,New England
3,1603850489874,28/10/2020 02:01:29,1603850489585,-4,27/10/2020 22:01:29,24435,12,questionnaire-d7os,,7481931,122200,2186491,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.111,1440x900,1440x766,Pass,Demographics,1,Yes,Fail,Pass,Pass,,Two Talker,,C,No,response-accent-text,
