"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response","title"
"Blocked","m150","tile","18","m150ball.wav","NA","NA","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mapping"
"Blocked","m150","tile","18","m150cling.wav","None","714.779993985","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","NA","NA","NA","NA","NA","NA","NA","340341.624019","Mapping"
"Blocked","m150","tile","18","m150tile.wav","None","734.402907547","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","NA","NA","NA","NA","NA","NA","341085.866364","Mapping"
"Blocked","m150","tile","18","m150cling.wav","space","453.250384424","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","NA","NA","NA","NA","NA","341851.625926","Mapping"
"Blocked","m150","tile","18","m150depth.wav","None","729.156856891","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","NA","NA","NA","NA","342618.344544","Mapping"
"Blocked","m150","tile","18","m150tile.wav","None","725.662890822","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","NA","NA","NA","343385.434789","Mapping"
"Blocked","m150","tile","18","m150park.wav","space","479.940069839","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","NA","NA","344152.926031","Mapping"
"Blocked","m150","tile","18","m150dime.wav","None","719.000517391","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","NA","344919.623934","Mapping"
"Blocked","m150","tile","18","m150cave.wav","None","734.536779579","161","340326.661273","NA","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","345667.858324","Mapping"
"Blocked","m150","tile","18","m150depth.wav","None","730.821136385","161","340326.661273","347192.316551","NA","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","346435.328232","Mapping"
"Blocked","m150","tile","18","m150tile.wav","None","728.163792752","161","340326.661273","347192.316551","347958.611911","NA","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","347201.668113","Mapping"
"Blocked","m150","tile","18","m150jaw.wav","space","321.430680342","161","340326.661273","347192.316551","347958.611911","348725.491299","NA","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","347967.352856","Mapping"
"Blocked","m150","tile","18","m150depth.wav","None","722.657727078","161","340326.661273","347192.316551","347958.611911","348725.491299","349475.927929","NA","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","348734.431352","Mapping"
"Blocked","m150","tile","18","m150greet.wav","None","735.697724856","161","340326.661273","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","NA","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","349485.258777","Mapping"
"Blocked","m150","tile","18","m150tile.wav","None","734.027262311","161","340326.661273","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","NA","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","350250.694944","Mapping"
"Blocked","m150","tile","18","m150cave.wav","space","382.125707809","161","340326.661273","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","351775.574884","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","351018.606662","Mapping"
"Blocked","m150","ball","6","m150depth.wav","None","727.434452623","161","354942.824909","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","351775.574884","341076.145649","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","351784.569042","Mapping"
"Blocked","m150","ball","6","m150ball.wav","None","719.991726335","161","354942.824909","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","351775.574884","355692.184998","341842.459559","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","354952.261494","Mapping"
"Blocked","m150","ball","6","m150romp.wav","space","282.916356344","161","354942.824909","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","351775.574884","355692.184998","356458.874554","342609.191472","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","355701.722682","Mapping"
"Blocked","m150","ball","6","m150priest.wav","None","731.963222381","161","354942.824909","347192.316551","347958.611911","348725.491299","349475.927929","350241.897421","351008.838025","351775.574884","355692.184998","356458.874554","357226.052294","343376.078899","344143.220156","344909.441933","345658.809133","346425.70027","356467.919725","Mapping"
