Condition,Talker,Target,Trial,current_stimulus,response_response,response_time_response,subject_nr,time_Audio1,time_Audio10,time_Audio11,time_Audio12,time_Audio13,time_Audio14,time_Audio15,time_Audio16,time_Audio2,time_Audio3,time_Audio4,time_Audio5,time_Audio6,time_Audio7,time_Audio8,time_Audio9,time_response,title
Blocked,m160,done,22,m160cave.wav,NA,NA,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mapping
Blocked,m160,done,22,m160reek.wav,None,715.5016337,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,NA,NA,NA,NA,NA,NA,NA,100312.02,Mapping
Blocked,m160,done,22,m160reek.wav,None,734.1856723,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,NA,NA,NA,NA,NA,NA,101056.9833,Mapping
Blocked,m160,done,22,m160done.wav,None,732.1303137,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,NA,NA,NA,NA,NA,101822.6375,Mapping
Blocked,m160,done,22,m160romp.wav,space,358.1570655,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,NA,NA,NA,NA,102589.7201,Mapping
Blocked,m160,done,22,m160gnash.wav,None,725.5613899,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,NA,NA,NA,103356.4387,Mapping
Blocked,m160,done,22,m160done.wav,None,721.2073563,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,NA,NA,104124.399,Mapping
Blocked,m160,done,22,m160lash.wav,space,411.0092776,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,NA,104872.7415,Mapping
Blocked,m160,done,22,m160done.wav,None,733.4408831,218,100298.1089,NA,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,105639.6348,Mapping
Blocked,m160,done,22,m160priest.wav,space,372.7820182,218,100298.1089,107163.8756,NA,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,106406.9483,Mapping
Blocked,m160,done,22,m160reek.wav,None,727.1557769,218,100298.1089,107163.8756,107931.2407,NA,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,107172.9339,Mapping
Blocked,m160,done,22,m160depth.wav,None,722.6029473,218,100298.1089,107163.8756,107931.2407,108697.6381,NA,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,107940.9647,Mapping
Blocked,m160,done,22,m160ball.wav,None,720.1778219,218,100298.1089,107163.8756,107931.2407,108697.6381,109447.3036,NA,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,108707.1281,Mapping
Blocked,m160,done,22,m160done.wav,None,733.885778,218,100298.1089,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,NA,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,109456.886,Mapping
Blocked,m160,done,22,m160romp.wav,space,436.7782439,218,100298.1089,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,NA,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,110222.7894,Mapping
Blocked,m160,done,22,m160jaw.wav,None,728.8970194,218,100298.1089,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,110989.2023,Mapping
Blocked,m160,ball,6,m160cave.wav,None,725.6003453,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,101047.101,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,111756.2585,Mapping
Blocked,m160,ball,6,m160lash.wav,None,720.2699544,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,101813.5683,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,114941.1162,Mapping
Blocked,m160,ball,6,m160gnash.wav,None,736.1275658,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,102580.6054,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,115689.7144,Mapping
Blocked,m160,ball,6,m160ball.wav,None,733.544764,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,103347.2329,104114.4221,104863.536,105630.4667,106397.3202,116456.3205,Mapping
Blocked,m160,ball,6,m160priest.wav,space,347.8617221,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,117980.4639,104114.4221,104863.536,105630.4667,106397.3202,117223.5744,Mapping
Blocked,m160,ball,6,m160depth.wav,None,727.5366737,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,117980.4639,118747.3884,104863.536,105630.4667,106397.3202,117989.5448,Mapping
Blocked,m160,ball,6,m160ball.wav,None,724.0504787,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,117980.4639,118747.3884,119514.0304,105630.4667,106397.3202,118756.7959,Mapping
Blocked,m160,ball,6,m160jolt.wav,space,375.9312184,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,117980.4639,118747.3884,119514.0304,120263.0949,106397.3202,119523.3862,Mapping
Blocked,m160,ball,6,m160depth.wav,None,736.3529503,218,114930.9467,107163.8756,107931.2407,108697.6381,109447.3036,110213.7963,110980.3396,111747.1696,115680.8039,116447.1166,117214.1858,117980.4639,118747.3884,119514.0304,120263.0949,121030.4158,120272.1606,Mapping
