"Condition","Talker","Target","Trial","current_stimulus","response_response","response_time_response","subject_nr","time_Audio1","time_Audio10","time_Audio11","time_Audio12","time_Audio13","time_Audio14","time_Audio15","time_Audio16","time_Audio2","time_Audio3","time_Audio4","time_Audio5","time_Audio6","time_Audio7","time_Audio8","time_Audio9","time_response","title"
"Blocked","m160","tile","18","m160reek.wav","NA","NA","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mapping"
"Blocked","m160","tile","18","m160reek.wav","None","717.854412273","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","NA","NA","NA","NA","NA","NA","NA","227064.531867","Mapping"
"Blocked","m160","tile","18","m160bluff.wav","None","719.062970253","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","NA","NA","NA","NA","NA","NA","227829.161402","Mapping"
"Blocked","m160","tile","18","m160dime.wav","None","721.992695471","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","NA","NA","NA","NA","NA","228592.295775","Mapping"
"Blocked","m160","tile","18","m160knife.wav","None","717.752075754","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","NA","NA","NA","NA","229362.47435","Mapping"
"Blocked","m160","tile","18","m160tile.wav","None","736.831772374","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","230867.093552","NA","NA","NA","230109.285924","Mapping"
"Blocked","m160","tile","18","m160cave.wav","space","620.048397919","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","230867.093552","231633.275137","NA","NA","230877.535568","Mapping"
"Blocked","m160","tile","18","m160tile.wav","None","735.460898373","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","230867.093552","231633.275137","232400.199664","NA","231642.401929","Mapping"
"Blocked","m160","tile","18","m160reek.wav","space","512.093464378","122","227050.497568","NA","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","230867.093552","231633.275137","232400.199664","233166.677127","232409.445489","Mapping"
"Blocked","m160","tile","18","m160tile.wav","None","732.584350975","122","227050.497568","233933.571046","NA","NA","NA","NA","NA","NA","227817.677163","228583.297289","229350.245932","230100.148929","230867.093552","231633.275137","232400.199664","233166.677127","233177.182214","Mapping"
