Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1601919140723,05/10/2020 17:32:20,1601919145196,-4,05/10/2020 13:32:25,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1601919157670,05/10/2020 17:32:37,1601919162191,-4,05/10/2020 13:32:42,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,1,1,1,Expectations,advancementZone,continue_keyboard,15684.064999979455,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1601919157794,05/10/2020 17:32:37,1601919162196,-4,05/10/2020 13:32:42,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,1,1,2,Monologue,Audio,content_web_audio,0.5499999970197678,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1601919195079,05/10/2020 17:33:15,1601919199592,-4,05/10/2020 13:33:19,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,1,1,2,Monologue,Audio,content_web_audio,37385.68499998655,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1601919250943,05/10/2020 17:34:10,1601919255446,-4,05/10/2020 13:34:15,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,1,1,3,Instructions,advancementZone,continue_keyboard,55844.45999999298,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1601919251053,05/10/2020 17:34:11,1601919255470,-4,05/10/2020 13:34:15,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,2,1,1,Trial,Zone5,content_web_audio,11.205000017071143,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
7,1601919252929,05/10/2020 17:34:12,1601919257450,-4,05/10/2020 13:34:17,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,2,1,1,Trial,Zone1,timelimit_screen,2007.6140000000014,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
8,1601919253041,05/10/2020 17:34:13,1601919257465,-4,05/10/2020 13:34:17,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,3,2,1,Trial,Zone5,content_web_audio,1.0299999848939478,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
9,1601919253994,05/10/2020 17:34:13,1601919258498,-4,05/10/2020 13:34:18,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,3,2,1,Trial,Zone3,response_keyboard_single,1033.7449999933597,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
10,1601919254950,05/10/2020 17:34:14,1601919259450,-4,05/10/2020 13:34:19,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,3,2,1,Trial,Zone1,timelimit_screen,2000.8800000000047,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
11,1601919255077,05/10/2020 17:34:15,1601919259464,-4,05/10/2020 13:34:19,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,4,3,1,Trial,Zone5,content_web_audio,0.8749999979045242,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
12,1601919256608,05/10/2020 17:34:16,1601919261073,-4,05/10/2020 13:34:21,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,4,3,1,Trial,Zone3,response_keyboard_single,1609.9999999860302,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
13,1601919256953,05/10/2020 17:34:16,1601919261452,-4,05/10/2020 13:34:21,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,4,3,1,Trial,Zone1,timelimit_screen,2000.8800000000047,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
14,1601919257075,05/10/2020 17:34:17,1601919261464,-4,05/10/2020 13:34:21,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,5,4,1,Trial,Zone5,content_web_audio,0.9849999914877117,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
15,1601919257939,05/10/2020 17:34:17,1601919262436,-4,05/10/2020 13:34:22,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,5,4,1,Trial,Zone4,response_keyboard_single,973.7899999890942,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,mixed,m150
16,1601919258954,05/10/2020 17:34:18,1601919263453,-4,05/10/2020 13:34:23,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,5,4,1,Trial,Zone1,timelimit_screen,2000.87999999999,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,mixed,m150
17,1601919259066,05/10/2020 17:34:19,1601919263467,-4,05/10/2020 13:34:23,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,6,5,1,Trial,Zone5,content_web_audio,0.994999980321154,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
18,1601919259947,05/10/2020 17:34:19,1601919264437,-4,05/10/2020 13:34:24,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,6,5,1,Trial,Zone4,response_keyboard_single,971.1850000021514,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,mixed,m160
19,1601919260949,05/10/2020 17:34:20,1601919265453,-4,05/10/2020 13:34:25,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,6,5,1,Trial,Zone1,timelimit_screen,2000.8800000000047,,,,,0,1,0,,,1,,,Trial,1,j,m160_pie.mp3,,mixed,m160
20,1601919261058,05/10/2020 17:34:21,1601919265465,-4,05/10/2020 13:34:25,24435,9,task-xdv9,,7082238,122323,2052406,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1280x800,1280x721,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,D,,monologueD,monologueD,7,6,1,Trial,Zone5,content_web_audio,1.420000015059486,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
