Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1605833776070,20/11/2020 00:56:16,1605833775973,-5,19/11/2020 19:56:15,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1605833806082,20/11/2020 00:56:46,1605833805950,-5,19/11/2020 19:56:45,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,1,1,1,Expectations,advancementZone,continue_keyboard,24740.084999997634,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1605833806270,20/11/2020 00:56:46,1605833805956,-5,19/11/2020 19:56:45,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,1,1,2,Monologue,Audio,content_web_audio,0.8250000246334821,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1605833843412,20/11/2020 00:57:23,1605833843356,-5,19/11/2020 19:57:23,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,1,1,2,Monologue,Audio,content_web_audio,37386.42000002437,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1605833875717,20/11/2020 00:57:55,1605833875642,-5,19/11/2020 19:57:55,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,1,1,3,Instructions,advancementZone,continue_keyboard,32275.309999997262,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1605833875966,20/11/2020 00:57:55,1605833875675,-5,19/11/2020 19:57:55,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone5,content_web_audio,15.075000002980232,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
7,1605833877467,20/11/2020 00:57:57,1605833877398,-5,19/11/2020 19:57:57,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone3,response_keyboard_single,1737.8299999982119,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
8,1605833877686,20/11/2020 00:57:57,1605833877632,-5,19/11/2020 19:57:57,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone1,timelimit_screen,1999.0329999999958,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
9,1605833877842,20/11/2020 00:57:57,1605833877649,-5,19/11/2020 19:57:57,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,3,2,1,Trial,Zone5,content_web_audio,0.9600000048521906,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
10,1605833878858,20/11/2020 00:57:58,1605833878808,-5,19/11/2020 19:57:58,24435,13,task-oi4b,,7962662,118456,2368532,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 86.0.4240.193,1440x900,1185x720,Pass,Talker Expectations - Speeded Classification,9,Yes,Fail,Pass,Pass,,One Talker,B,,monologueB,monologueB,3,2,1,Trial,Zone4,response_keyboard_single,1160.63500000746,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
