Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1606229336462,24/11/2020 14:48:56,1606229336308,-5,24/11/2020 09:48:56,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1606229357419,24/11/2020 14:49:17,1606229357291,-5,24/11/2020 09:49:17,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,1,Expectations,advancementZone,continue_keyboard,19499.259999999933,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1606229357543,24/11/2020 14:49:17,1606229357296,-5,24/11/2020 09:49:17,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,0.5049999999755528,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1606229394794,24/11/2020 14:49:54,1606229394689,-5,24/11/2020 09:49:54,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,37386.04499999997,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1606229436006,24/11/2020 14:50:36,1606229435889,-5,24/11/2020 09:50:35,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,3,Instructions,advancementZone,continue_keyboard,41196.04499999991,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1606229436131,24/11/2020 14:50:36,1606229435927,-5,24/11/2020 09:50:35,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone5,content_web_audio,18.884999999951106,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
7,1606229437981,24/11/2020 14:50:37,1606229437877,-5,24/11/2020 09:50:37,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone1,timelimit_screen,1994.3999999999942,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
8,1606229438122,24/11/2020 14:50:38,1606229437889,-5,24/11/2020 09:50:37,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone5,content_web_audio,0.6849999999685679,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
9,1606229438856,24/11/2020 14:50:38,1606229438745,-5,24/11/2020 09:50:38,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone3,response_keyboard_single,856.769999999975,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
10,1606229439981,24/11/2020 14:50:39,1606229439876,-5,24/11/2020 09:50:39,24435,14,task-624l,,8082079,117850,2402651,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 86.0.4240.198,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone1,timelimit_screen,1999.9200000000128,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
