Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1603400359491,22/10/2020 20:59:19,1603400359416,-4,22/10/2020 16:59:19,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1603400372501,22/10/2020 20:59:32,1603400372002,-4,22/10/2020 16:59:32,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,1,1,1,Expectations,advancementZone,continue_keyboard,9818.870000017341,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1603400372657,22/10/2020 20:59:32,1603400372008,-4,22/10/2020 16:59:32,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,1,1,2,Monologue,Audio,content_web_audio,0.614999997196719,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1603400410151,22/10/2020 21:00:10,1603400409407,-4,22/10/2020 17:00:09,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,1,1,2,Monologue,Audio,content_web_audio,37386.035000003176,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1603400439496,22/10/2020 21:00:39,1603400439475,-4,22/10/2020 17:00:39,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,1,1,3,Instructions,advancementZone,continue_keyboard,30058.549999987008,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1603400439636,22/10/2020 21:00:39,1603400439511,-4,22/10/2020 17:00:39,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone5,content_web_audio,15.990000014426187,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
7,1603400441283,22/10/2020 21:00:41,1603400441261,-4,22/10/2020 17:00:41,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone3,response_keyboard_single,1765.9900000144262,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,blocked,m160
8,1603400441486,22/10/2020 21:00:41,1603400441469,-4,22/10/2020 17:00:41,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,2,1,1,Trial,Zone1,timelimit_screen,2002.0610000000015,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,blocked,m160
9,1603400441639,22/10/2020 21:00:41,1603400441487,-4,22/10/2020 17:00:41,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,3,2,1,Trial,Zone5,content_web_audio,1.0299999848939478,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
10,1603400442116,22/10/2020 21:00:42,1603400442084,-4,22/10/2020 17:00:42,24435,10,task-oi4b,,7399608,115573,2160966,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.2,Chrome 86.0.4240.80,1440x900,1440x821,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,B,,monologueB,monologueB,3,2,1,Trial,Zone4,response_keyboard_single,597.2699999983888,,,j,1,1,0,0,,,,,,Trial,1,j,m160_pie.mp3,,blocked,m160
