Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1602790264505,15/10/2020 19:31:04,1602790264404,-4,15/10/2020 15:31:04,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1602790284624,15/10/2020 19:31:24,1602790284566,-4,15/10/2020 15:31:24,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,1,1,1,Expectations,advancementZone,continue_keyboard,19061,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
3,1602790284751,15/10/2020 19:31:24,1602790284572,-4,15/10/2020 15:31:24,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,1,1,2,Dialogue,Audio,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
4,1602790324876,15/10/2020 19:32:04,1602790324811,-4,15/10/2020 15:32:04,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,1,1,2,Dialogue,Audio,content_web_audio,40241,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
5,1602790324986,15/10/2020 19:32:04,1602790324823,-4,15/10/2020 15:32:04,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,1,1,3,Instructions,advancementZone,continue_keyboard,5,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
6,1602790324986,15/10/2020 19:32:04,1602790324834,-4,15/10/2020 15:32:04,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,2,1,1,Trial,Zone5,content_web_audio,0.999999999992724,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
7,1602790326878,15/10/2020 19:32:06,1602790326817,-4,15/10/2020 15:32:06,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,2,1,1,Trial,Zone1,timelimit_screen,2005,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
8,1602790326988,15/10/2020 19:32:06,1602790326828,-4,15/10/2020 15:32:06,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,3,2,1,Trial,Zone5,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
9,1602790328864,15/10/2020 19:32:08,1602790328813,-4,15/10/2020 15:32:08,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,3,2,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
10,1602790329113,15/10/2020 19:32:09,1602790328823,-4,15/10/2020 15:32:08,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,4,3,1,Trial,Zone5,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
11,1602790330869,15/10/2020 19:32:10,1602790330812,-4,15/10/2020 15:32:10,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,4,3,1,Trial,Zone1,timelimit_screen,1999,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
12,1602790330963,15/10/2020 19:32:10,1602790330822,-4,15/10/2020 15:32:10,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,5,4,1,Trial,Zone5,content_web_audio,0.9999999999854481,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
13,1602790332869,15/10/2020 19:32:12,1602790332817,-4,15/10/2020 15:32:12,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,5,4,1,Trial,Zone1,timelimit_screen,2005,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
14,1602790333025,15/10/2020 19:32:13,1602790332827,-4,15/10/2020 15:32:12,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,6,5,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
15,1602790334875,15/10/2020 19:32:14,1602790334817,-4,15/10/2020 15:32:14,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,6,5,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
16,1602790334983,15/10/2020 19:32:14,1602790334826,-4,15/10/2020 15:32:14,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,7,6,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
17,1602790336877,15/10/2020 19:32:16,1602790336821,-4,15/10/2020 15:32:16,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,7,6,1,Trial,Zone1,timelimit_screen,2003,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
18,1602790336986,15/10/2020 19:32:16,1602790336831,-4,15/10/2020 15:32:16,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,8,7,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
19,1602790338880,15/10/2020 19:32:18,1602790338821,-4,15/10/2020 15:32:18,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,8,7,1,Trial,Zone1,timelimit_screen,2001,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
20,1602790338977,15/10/2020 19:32:18,1602790338830,-4,15/10/2020 15:32:18,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,9,8,1,Trial,Zone5,content_web_audio,1.000000000014552,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
21,1602790340873,15/10/2020 19:32:20,1602790340821,-4,15/10/2020 15:32:20,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,9,8,1,Trial,Zone1,timelimit_screen,1999,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
22,1602790340983,15/10/2020 19:32:20,1602790340830,-4,15/10/2020 15:32:20,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,10,9,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
23,1602790342874,15/10/2020 19:32:22,1602790342824,-4,15/10/2020 15:32:22,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,10,9,1,Trial,Zone1,timelimit_screen,2004,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
24,1602790343022,15/10/2020 19:32:23,1602790342832,-4,15/10/2020 15:32:22,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,11,10,1,Trial,Zone5,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
25,1602790344887,15/10/2020 19:32:24,1602790344824,-4,15/10/2020 15:32:24,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,11,10,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
26,1602790344997,15/10/2020 19:32:24,1602790344833,-4,15/10/2020 15:32:24,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,12,11,1,Trial,Zone5,content_web_audio,1.000000000014552,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
27,1602790346887,15/10/2020 19:32:26,1602790346829,-4,15/10/2020 15:32:26,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,12,11,1,Trial,Zone1,timelimit_screen,2004,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
28,1602790346997,15/10/2020 19:32:26,1602790346838,-4,15/10/2020 15:32:26,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,13,12,1,Trial,Zone5,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
29,1602790348884,15/10/2020 19:32:28,1602790348829,-4,15/10/2020 15:32:28,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,13,12,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
30,1602790348978,15/10/2020 19:32:28,1602790348837,-4,15/10/2020 15:32:28,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,14,13,1,Trial,Zone5,content_web_audio,0.9999999999854481,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
31,1602790350884,15/10/2020 19:32:30,1602790350828,-4,15/10/2020 15:32:30,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,14,13,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
32,1602790350993,15/10/2020 19:32:30,1602790350836,-4,15/10/2020 15:32:30,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,15,14,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
33,1602790352903,15/10/2020 19:32:32,1602790352832,-4,15/10/2020 15:32:32,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,15,14,1,Trial,Zone1,timelimit_screen,2004,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
34,1602790352999,15/10/2020 19:32:32,1602790352841,-4,15/10/2020 15:32:32,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,16,15,1,Trial,Zone5,content_web_audio,1,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
35,1602790354920,15/10/2020 19:32:34,1602790354833,-4,15/10/2020 15:32:34,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,16,15,1,Trial,Zone1,timelimit_screen,2000,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
36,1602790355014,15/10/2020 19:32:35,1602790354841,-4,15/10/2020 15:32:34,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,17,16,1,Trial,Zone5,content_web_audio,0,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
37,1602790356891,15/10/2020 19:32:36,1602790356836,-4,15/10/2020 15:32:36,24435,9,task-1kue,,7263036,117982,2119028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1440x900,1440x837,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,Two Talker,,A,dialogueA,dialogueA,17,16,1,Trial,Zone1,timelimit_screen,2004,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
