Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1603483459745,23/10/2020 20:04:19,1603483460119,-4,23/10/2020 16:04:20,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1603483557026,23/10/2020 20:05:57,1603483557447,-4,23/10/2020 16:05:57,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,1,1,1,Expectations,advancementZone,continue_keyboard,95195.52499998827,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1603483557168,23/10/2020 20:05:57,1603483557461,-4,23/10/2020 16:05:57,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,1.5850000199861825,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1603483595230,23/10/2020 20:06:35,1603483595676,-4,23/10/2020 16:06:35,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,38191.09000003664,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1603483617793,23/10/2020 20:06:57,1603483618226,-4,23/10/2020 16:06:58,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,1,1,3,Instructions,advancementZone,continue_keyboard,22518.685000017285,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1603483617918,23/10/2020 20:06:57,1603483618288,-4,23/10/2020 16:06:58,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone5,content_web_audio,18.259999982547015,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
7,1603483619778,23/10/2020 20:06:59,1603483620215,-4,23/10/2020 16:07:00,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone1,timelimit_screen,2000.1690000000235,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
8,1603483619903,23/10/2020 20:06:59,1603483620261,-4,23/10/2020 16:07:00,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone5,content_web_audio,2.844999951776117,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
9,1603483621777,23/10/2020 20:07:01,1603483622212,-4,23/10/2020 16:07:02,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone1,timelimit_screen,1999.6469999999972,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
10,1603483621916,23/10/2020 20:07:01,1603483622248,-4,23/10/2020 16:07:02,24435,10,task-624l,,7417118,117973,2166351,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x720,1280x591,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,One Talker,C,,monologueC,monologueC,4,3,1,Trial,Zone5,content_web_audio,2.685000014025718,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
