Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1603471585116,23/10/2020 16:46:25,1603471585026,-4,23/10/2020 12:46:25,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1603471595835,23/10/2020 16:46:35,1603471595777,-4,23/10/2020 12:46:35,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,1,1,1,Expectations,advancementZone,continue_keyboard,9542.775000008987,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
3,1603471595946,23/10/2020 16:46:35,1603471595782,-4,23/10/2020 12:46:35,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,1,1,2,Dialogue,Audio,content_web_audio,0.6900000153109431,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
4,1603471636127,23/10/2020 16:47:16,1603471636066,-4,23/10/2020 12:47:16,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,1,1,2,Dialogue,Audio,content_web_audio,40284.71000000718,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
5,1603471660396,23/10/2020 16:47:40,1603471660333,-4,23/10/2020 12:47:40,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,1,1,3,Instructions,advancementZone,continue_keyboard,24259.430000005523,,,,,0,1,0,,,,,,Instructions (Two Talkers),,,m150m160_dialogue.mp3,,,
6,1603471660503,23/10/2020 16:47:40,1603471660346,-4,23/10/2020 12:47:40,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,2,1,1,Trial,Zone5,content_web_audio,2.25499999942258,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
7,1603471661875,23/10/2020 16:47:41,1603471661787,-4,23/10/2020 12:47:41,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,2,1,1,Trial,Zone3,response_keyboard_single,1442.8100000077393,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
8,1603471662375,23/10/2020 16:47:42,1603471662319,-4,23/10/2020 12:47:42,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,2,1,1,Trial,Zone1,timelimit_screen,1994.8949999999895,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
9,1603471662487,23/10/2020 16:47:42,1603471662331,-4,23/10/2020 12:47:42,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,3,2,1,Trial,Zone5,content_web_audio,1.0600000096019357,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
10,1603471663346,23/10/2020 16:47:43,1603471663283,-4,23/10/2020 12:47:43,24435,10,task-5l7d,,7414676,113551,2165609,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 73.0.3683.103,1680x1050,1463x869,Fail,Talker Expectations - Speeded Classification,9,Yes,Fail,,Fail,Fail,Two Talker,,C,dialogueC,dialogueC,3,2,1,Trial,Zone3,response_keyboard_single,953.4850000054576,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
