Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1603731171147,26/10/2020 16:52:51,1603731171021,-4,26/10/2020 12:52:51,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1603731186933,26/10/2020 16:53:06,1603731186827,-4,26/10/2020 12:53:06,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,1,1,1,Expectations,advancementZone,continue_keyboard,14195.515000028536,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1603731187058,26/10/2020 16:53:07,1603731186834,-4,26/10/2020 12:53:06,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,1,1,2,Monologue,Audio,content_web_audio,0.484999967738986,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1603731224342,26/10/2020 16:53:44,1603731224228,-4,26/10/2020 12:53:44,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,1,1,2,Monologue,Audio,content_web_audio,37387.6750000054,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1603731245073,26/10/2020 16:54:05,1603731244961,-4,26/10/2020 12:54:04,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,1,1,3,Instructions,advancementZone,continue_keyboard,20721.56500001438,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1603731245215,26/10/2020 16:54:05,1603731244990,-4,26/10/2020 12:54:04,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,2,1,1,Trial,Zone5,content_web_audio,1.6349999932572246,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
7,1603731246183,26/10/2020 16:54:06,1603731246082,-4,26/10/2020 12:54:06,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,2,1,1,Trial,Zone3,response_keyboard_single,1092.754999990575,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
8,1603731247042,26/10/2020 16:54:07,1603731246952,-4,26/10/2020 12:54:06,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,2,1,1,Trial,Zone1,timelimit_screen,1999.729999999996,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
9,1603731247167,26/10/2020 16:54:07,1603731246967,-4,26/10/2020 12:54:06,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,3,2,1,Trial,Zone5,content_web_audio,0.9500000160187483,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
10,1603731248479,26/10/2020 16:54:08,1603731248384,-4,26/10/2020 12:54:08,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,3,2,1,Trial,Zone4,response_keyboard_single,1418.2199999922886,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
11,1603731249042,26/10/2020 16:54:09,1603731248948,-4,26/10/2020 12:54:08,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,3,2,1,Trial,Zone1,timelimit_screen,1999.953999999998,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
12,1603731249151,26/10/2020 16:54:09,1603731248961,-4,26/10/2020 12:54:08,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,4,3,1,Trial,Zone5,content_web_audio,0.8549999911338091,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
13,1603731249854,26/10/2020 16:54:09,1603731249769,-4,26/10/2020 12:54:09,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,4,3,1,Trial,Zone3,response_keyboard_single,808.8399999542162,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
14,1603731251042,26/10/2020 16:54:11,1603731250950,-4,26/10/2020 12:54:10,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,4,3,1,Trial,Zone1,timelimit_screen,1999.5360000000073,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
15,1603731251151,26/10/2020 16:54:11,1603731250976,-4,26/10/2020 12:54:10,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,5,4,1,Trial,Zone5,content_web_audio,1.7549999756738544,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
16,1603731252354,26/10/2020 16:54:12,1603731252268,-4,26/10/2020 12:54:12,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,5,4,1,Trial,Zone3,response_keyboard_single,1294.0350000280887,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,blocked,m150
17,1603731253043,26/10/2020 16:54:13,1603731252948,-4,26/10/2020 12:54:12,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,5,4,1,Trial,Zone1,timelimit_screen,1999.7189999999973,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,blocked,m150
18,1603731253167,26/10/2020 16:54:13,1603731252977,-4,26/10/2020 12:54:12,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,6,5,1,Trial,Zone5,content_web_audio,1.4149999478831887,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
19,1603731254089,26/10/2020 16:54:14,1603731253993,-4,26/10/2020 12:54:13,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,6,5,1,Trial,Zone4,response_keyboard_single,1017.1750000445172,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
20,1603731255042,26/10/2020 16:54:15,1603731254948,-4,26/10/2020 12:54:14,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,6,5,1,Trial,Zone1,timelimit_screen,1999.9349999999977,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
21,1603731255183,26/10/2020 16:54:15,1603731254963,-4,26/10/2020 12:54:14,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,7,6,1,Trial,Zone5,content_web_audio,0.9849999332800508,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
22,1603731255887,26/10/2020 16:54:15,1603731255783,-4,26/10/2020 12:54:15,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,7,6,1,Trial,Zone4,response_keyboard_single,821.2999999523163,,,j,1,1,0,0,,,,,,Trial,1,j,m150_pie.mp3,,blocked,m150
23,1603731257043,26/10/2020 16:54:17,1603731256946,-4,26/10/2020 12:54:16,24435,10,task-oa7g,,7453119,122413,2177265,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1536x864,1536x754,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,A,,monologueA,monologueA,7,6,1,Trial,Zone1,timelimit_screen,1999.5630000000092,,,,,0,1,0,,,1,,,Trial,1,j,m150_pie.mp3,,blocked,m150
