Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ShowProgressBar,correct_response,fname,ANSWER,condition,talker
1,1602566444097,13/10/2020 05:20:44,1602566443989,-4,13/10/2020 01:20:43,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1602566452671,13/10/2020 05:20:52,1602566452616,-4,13/10/2020 01:20:52,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,1,Expectations,advancementZone,continue_keyboard,6806.704999995418,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
3,1602566452780,13/10/2020 05:20:52,1602566452623,-4,13/10/2020 01:20:52,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,0.6699999794363976,,,AUDIO STARTED,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
4,1602566490060,13/10/2020 05:21:30,1602566490023,-4,13/10/2020 01:21:30,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,2,Monologue,Audio,content_web_audio,37386.13999995869,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
5,1602566508879,13/10/2020 05:21:48,1602566508718,-4,13/10/2020 01:21:48,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,1,1,3,Instructions,advancementZone,continue_keyboard,18685.115000000224,,,,,0,1,0,,,,,,Instructions (One Talker),,,m150m160_monologue.mp3,,,
6,1602566509051,13/10/2020 05:21:49,1602566508753,-4,13/10/2020 01:21:48,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone5,content_web_audio,17.409999971278012,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
7,1602566510592,13/10/2020 05:21:50,1602566510547,-4,13/10/2020 01:21:50,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone3,response_keyboard_single,1810.7699999818578,,,f,1,1,0,0,,,,,,Trial,1,f,m160_buy.mp3,,mixed,m160
8,1602566510748,13/10/2020 05:21:50,1602566510707,-4,13/10/2020 01:21:50,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,2,1,1,Trial,Zone1,timelimit_screen,2008.1669999999867,,,,,0,1,0,,,1,,,Trial,1,f,m160_buy.mp3,,mixed,m160
9,1602566510904,13/10/2020 05:21:50,1602566510725,-4,13/10/2020 01:21:50,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone5,content_web_audio,1.0100000072270632,,,AUDIO STARTED,,0,1,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
10,1602566511749,13/10/2020 05:21:51,1602566511714,-4,13/10/2020 01:21:51,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone3,response_keyboard_single,989.5750000141561,,,f,1,1,0,0,,,,,,Trial,1,f,m150_buy.mp3,,mixed,m150
11,1602566512743,13/10/2020 05:21:52,1602566512705,-4,13/10/2020 01:21:52,24435,9,task-624l,,7196072,117025,2096424,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 85.0.4183.121,1440x900,1440x702,Pass,Talker Expectations - Speeded Classification,9,Yes,Pass,Pass,,,One Talker,C,,monologueC,monologueC,3,2,1,Trial,Zone1,timelimit_screen,1999.9200000000128,,,,,0,1,0,,,1,,,Trial,1,f,m150_buy.mp3,,mixed,m150
